id	en	id_text
337	"If I've met you before, I don't remember."" ""Really, you don't remember"	"Kembali masuk ke ruangan, dan berkata, ""Hi, ini kami lagi"
338	So does Turkey really have to be a member of the European Union	Jadi apakah Turki harus menjadi anggota Uni Eropa
339	And so, I thought this was an interesting idea, and I incorporated it into a design workshop	Sehingga saya berpikir bahwa ini adalah ide yang menarik dan saya memasukkannya ke dalam sebuah lokakarya desain
340	"So a standard economist, somebody who believes in rationality, would say, ""You know what"	"Jadi menurut seorang ekonom standar pada umumnya, seseorang yang percaya pada rasionalisme akan berkata, ""Anda tahu"
341	This is, of course, to philanthropy what eBay and Amazon are to commerce	Fungsinya untuk filantropi seperti eBay dan Amazon untuk perdagangan
342	Twenty milliseconds later, the whole process is repeated until the quad strikes the ball	20 milidetik kemudian, seluruh proses diulang sampai quad memukul bola
343	The illeterate people in Papua were only given the stamp by the leader of the village	orang orang kampung yang tidak bisa membaca hanya diberikan cap saja oleh kepala kampung
344	And the reason is, I help create digital tools and processes to help teams build cars and video games and visual effects	Dan alasannya adalah, saya membantu menciptakan perangkat digital dan proses untuk membantu membuat mobil dan permainan video dan efek-efek visual
345	The human ability to adapt, it's an interesting thing, because people have continually wanted to talk to me about overcoming adversity, and I'm going to make an admission	Kemampuan beradaptasi ini hal yg menarik karena orang-orang selalu bertanya tentang cara saya menghadapi kesulitan, saya akan berterus terang
346	Natural happiness is what we get when we get what we wanted, and synthetic happiness is what we make when we don't get what we wanted	Kita tersenyum sinis karena kita tidak percaya kalau kebahagiaan sintesis kualitasnya tidak sama dengan apa yang kita sebut kebahagiaan natural
347	It turns out that freedom, the ability to make up your mind and change your mind, is the friend of natural happiness, because it allows you to choose among all those delicious futures and find the one that you would most enjoy	Walaupun begitu, kita semua memiliki kekebalan psikologis, kemampuan untuk mensintesis kebahagiaan, tapi sebagian dari kita melakukan hal ini lebih baik dari yang lain. Dan dalam beberapa situasi, orang dapat melakukannya lebih efektif daripada di dalam situasi yang lain. Ternyata kebebasan
348	Once they got over the shock, though, by and large people opted for somewhere between 70 to 95 percent or the 3 to 20 percent marks	Akan tetapi, begitu mereka berhasil mengatasi syok mereka, orang-orang memilih antara 70 sampai 95 persen atau 3 sampai 20 persen
349	As I passed the well-remembered door, which must always be associated in my mind with my wooing, and with the dark incidents of the Study in Scarlet, I was seized with a keen desire to see Holmes again, and to know how he was employing his extraordinary powers	Saat aku melewati pintu-ingat dengan baik, yang harus selalu dikaitkan dalam pikiran saya dengan merayu saya, dan dengan insiden gelap
350	But clearly, only a small fraction of the people lived in plush opulence	Tapi yang jelas, hanya sebagian kecil dari orang-orang yang hidup bergelimang kemewahan
351	We wake up in the morning and we open the closet; we feel that we decide what to wear. we open the refrigerator and we feel that we decide what to eat	Kita bangun pada pagi hari dan kita membuka lemari kita. dan kita merasa bahwa kita memutuskan apa yang kita akan pakai. dan kita membuka lemari es dan kita merasa bahwa kita memutuskan apa yang akan kita makan
352	So in other words, I believe that President Sarkozy of France is right when he talks about a Mediterranean union	Dengan kata lain, saya yakin Presiden Perancis Sarkozy benar saat dia berbicara tentang Uni Mediterania
353	Saying that you like me and stuff.. don't you know how I feel	Berkata bahwa kau menyukaiku dan sebagainya.. tidakkah kau tahu bagaimana perasaanku
354	Once or twice a week, her father comes to clean the house	Seminggu sekali, kadang dua kali, bapaknya bersih-bersih rumahnya
355	Really, that vaccine was 99.9 percent Hepatitis B surface antigen just that protein that coats the virus	Vaksin tersebut 99,9 persen merupakan virus Hepatitis B yang dibungkus oleh antigen menggantikan protein yang menyelubungi virus tersebut
356	You've said, the only way we can begin to end wars is due to communication between people	Anda katakan, satu-satunya cara untuk menghentikan perang adalah kemampuan untuk berkomunikasi antara orang-orang
357	In confronting the cities' rich aristocrats, we may envy them for their flamboyant life style	Merujuk pada kekayaan para bangsawan, kita mungkin boleh beriri hati akan gaya hidup flamboyan yang mereka miliki
358	Who do you think you are that you can come in anytime when you please	Kamu pikir kamu siapa sehingga kamu bisa masuk kesini kapanpun kamu mau
359	See how nice it is for us to all gather like this	Lihat betapa senangnya bagi kita semua untuk berkumpul seperti ini
360	This is a Fibonacci sequence that I'm making with a simple equation program	Ini adalah deret Fibonacci yang saya buat dengan sebuah program persamaan sederhana
361	For the true selves of companies to come through, openness is paramount, but radical openness is not a solution, because when everything is open, nothing is open	Untuk mengeluarkan jati diri perusahaan yang sesungguhnya, keterbukaan sangatlah penting, tetapi keterbukaan yang berlebihan bukanlah solusinya, karena saat semuanya terbuka, tidak ada yang terbuka
362	It does not tell the traveler where she's going until the very last minute, and information is provided just in time	Perusahaan tersebut tidak memberitahu tujuan wisata kepada wisatawan sampai detik terakhir, dan informasi diserahkan pada tepat waktu
363	The other thing is that maybe that Fowler apple or maybe a variety of wheat that's not economical right now has disease or pest resistance or some quality that we're going to need for climate change that the others don't	Hal lainnya adalah mungkin apel Fowler itu atau mungkin satu varietas gandum yang sekarang tidak ekonomis memiliki ketahanan terhadap penyakit atau hama atau mutu tertentu, yang akan kita butuhkan saat iklim berubah
364	"Twenty years back, when there was a report on bank computerization, they didn't name the report as a report on computers, they call them as ""ledger posting machines"	20 tahun silam, ketika ada laporan yang dihasilkan dari komputerisasi bank, mereka tidak menamakan laporan tersebut sebagai laporan komputer. Mereka menyebutnya sebagai mesin pencatatan buku besar
365	Specifically, it targets Japan and Korea and Australia, countries that are strong allies of the United States	Secara khusus, China menargetkan Jepang, Korea, dan Australia, negara-negara yang bersekutu kuat dengan Amerika Serikat
366	On June 1st, 1965, I wrote him a letter explaining to him why the monks in Vietnam immolated themselves by fire	Pada tanggal 1 Juni 1965, saya menulis surat kepada beliau menjelaskan kepada beliau kenapa monastik di Vietnam membakar diri mereka sendiri
367	Vision is one of the best things we do	Indera penglihatan adalah salah satu hal terbaik yang dapat kita lakukan
368	So this muscle cell over here is not going to get enough oxygen -- and this is an oversimplified diagram	Sehingga sel otot yang ini tidak mendapatkan oksigen yang cukup -- dan ini adalah diagram yang sangat disederhanakan
369	The way I see it, this guy is much cuter than Seung Jo	Menurutku, pria itu lebih imut dibandingkan dengan Seung Jo
370	I hope you're ready to hear a long and magical tale	Kuharap kau siap mendengar kisah panjang dan ajaib
371	But I like you, so just pay me	Tapi saya seperti Anda, jadi hanya membayar saya
372	But freedom to choose, to change and make up your mind, is the enemy of synthetic happiness. And I'm going to show you why. Dilbert already knows, of course	dapatnya kita memastikan dan mengubah pikiran kita -- adalah teman dari kebahagiaan natural, karena dengannya kita dapat memilih antara semua keindahan masa depan dan menemukan mana yang paling kita sukai
373	Most importantly, they're physical, so like the blocks, you can move them just by reaching out and grasping	Lebih penting lagi, mereka berfisik, jadi seperti balok-balok tersebut, Anda dapat menggerakkan mereka hanya dengan menjangkau dan menggenggam
374	last year in 2011 the United States suffered a measles epidemic	Pada tahun 2011 Amerika Serikat mengalami epidemi Campak
375	And then what the computer programmer does, is really they structure and break down that problem, so that the computer can do it	Dan dengan begitu apa yang programmer lakukan, adalah struktur mereka dan membongkar masalah, jadi itulah yang komputer lakukan
376	In Afghanistan, it could have meant instead of concentrating on the big presidential and parliamentary elections, we should have done what was in the Afghan constitution from the very beginning, which is to get direct local elections going at a district level and elect people's provincial governors	Di Afganistan, itu berarti kita tidak berfokus pada pemilu presiden dan DPR besar-besaran, kita harus melakukan apa yang ada dari awalnya ada di Undang-Undang Afganistan, yaitu menyelenggarakan pemilu lokal pada tingkat daerah dan memilih gubernur
377	They laid me on a couch, I motioned for air, they were compelled to open the window, and you had your chance	Mereka meletakkan saya di sofa, aku memberi isyarat untuk udara, mereka terpaksa membuka jendela, dan Anda memiliki kesempatan Anda
378	I remember so many patients, their names still vivid on my tongue, their faces still so clear	Saya ingat ada banyak pasien yang namanya masih teringat jelas wajahnya masih jelas
379	Half of the students in each of these conditions are asked to make predictions about how much they're going to come to like the picture that they keep and the picture they leave behind	"Mahasiswa yang lain, diberitahu persis kebalikannya: ""Silakan pilih. Dan ngomong-ngomong"
380	I joke, but I only half joke, that if you come to one of our hospitals missing a limb, no one will believe you till they get a CAT scan, MRI or orthopedic consult	Saya bercanda, namun setengah bercanda, namun jika Anda datang ke rumah sakit saat kaki atau tangan Anda hilang, tidak ada yang akan percaya sebelum melakukan pemindaian CAT, MRI, atau nasehat dari ahli bedah tulang
381	When I'm photographing them, I cannot help but remember my grandfather's lesson	Ketika saya memotret mereka, saya tidak bisa tidak teringat akan nasihat kakek saya
382	If you want coffee, you have to pay for it yourself, it's two euros 50	Jika Anda ingin kopi Anda harus membayar untuk itu sendiri. Itu 2 euro 50
383	This restriction of blood supply that usually leads to some loss of function is called 'ischemia', another fancy word, that literally just means 'restricted blood supply	"Hambatan aliran darah menyebabkan sejumlah kegagalan fungsi yang disebut ""Iskemia"", sebuah kata tingkat tinggi yang secara harafiah artinya ""penghambatan pasokan darah"
384	"If you ask why..."" - What the hell are you doing"	Kalau kau bertanya mengapa ... Apa yang kau lakukan
385	Biology -- we have co-adapted through biology to like bright colors	Biologi -- kita telah beradaptasi melalui biologi untuk menyukai warna cerah
386	In spite of deposit fees, much of this trash leading out to the sea will be plastic beverage bottles	Meskipun ada biaya pembuangan, sebagian besar dari sampah ke laut akan berupa botol plastik minuman
387	As to the photograph, your client may rest in peace	Seperti foto, klien Anda bisa beristirahat dalam damai
388	And the only way that I'm gonna to my father. And the only way that I'm gonna do that is within asguard. And the only way that I'm gonna do that is within asguard	After you finish that one, 385 00:31:18,410 ---&gt; 00:31:19,376 - what
389	In the case of the Darlington substitution scandal it was of use to me, and also in the Arnsworth Castle business	Dalam kasus substitusi Darlington skandal itu berguna bagi saya, dan juga di the Arnsworth Castle bisnis
390	I am so much better off physically, financially, mentally and in almost every other way	Apa yang dia katakan tentang hal ini bertahun-tahun kemudian
391	I challenge you to look into the faces of these people and tell them that they deserve less than any other human being	Saya tantang Anda untuk melihat wajah-wajah orang-orang ini, dan katakan pada mereka bahwa mereka tidak layak mendapatkan yang selayaknya mereka dapatkan sebagai manusia
392	Again, after having lived for more than 200 years under the East India Company and under imperial rule, Indians had a very natural reaction towards globalization believing it was a form of imperialism	Sama seperti sebelumnya, setelah hidup lebih dari 200 tahun di bawah kekuasaan Perusahaan Hindia Timur Britania dan di bawah penjajahan masyarakat India memiliki reaksi yang alami terhadap globalisasi percaya bahwa globalisasi adalah satu bentuk dari penjajahan
393	They will float in seawater, but unfortunately do not get recycled under the bottle bills	"Mereka akan mengambang di laut, tapi sayangnya tidak didaur ulang berdasarkan ""peraturan botol"
394	So I printed another version of this, where I eliminated the middle option	Jadi saya mencetak versi lain dari iklan ini, di mana saya menghapuskan pilihan di tengah
395	And that's where my imagined future comes in, which I am going to call the social singularity	Dan di situlah masa depan impian saya. Yang akan saya sebut dengan singularitas sosial
396	What you see is an artist's conception of this facility, which is built in a mountain in Svalbard	Yang Anda lihat adalah konsep artistik fasilitas ini yang dibangun dalam sebuah gunung di Svalbard
397	And this, of course, tackles the biggest assumption of all, that business is business, and philanthropy is the vehicle of people who want to create change in the world	Ini tentu saja mematahkan asumsi terbesar, bahwa bisnis adalah bisnis, dan filantropi itu kendaraan bagi orang yang ingin melakukan perubahan di dunia
398	Grit in a sensitive instrument, or a crack in one of his own high-power lenses, would not be more disturbing than a strong emotion in a nature such as his	Grit dalam instrumen sensitif, atau celah dalam salah satu lensa sendiri daya tinggi, akan tidak lebih mengganggu dari yang kuat emosi di alam seperti itu
399	"The next question people always ask me is ""Can I be a model when I grow up"	"Pertanyaan berikutnya yang sering ditanyakan orang adalah, ""Apakah aku bisa jadi model saat besar nanti"
400	I mean, when we met I was delivering you from your mother's womb	Waktu kita ketemu saya tengah membantu ibumu melahirkanmu
401	He left me, just like he left never forget that	Dia meninggalkan aku, sama seperti ia meninggalkan tidak pernah lupa bahwa
402	So, an infarct or infarction... now, in the example I've drawn so far this cell maybe doesn't get enough oxygen, especially when the person is going up stairs and all of that, to properly contract the heart and pump blood	Jadi, infark atau infarksi... sekarang dengan contoh yang telah saya gambarkan sel ini mungkin tidak mendapatkan oksigen yang cukup -- khususnya jika seseorang sedang naik tangga dan lain-lain -- untuk memompa secara tepat
403	Even if these regions aren't part of the E.U., they are becoming part of its sphere of influence	Meskipun wilayah ini bukanlah bagian dari Uni Eropa, mereka menjadi bagian dari lingkaran pengaruhnya
404	Water is important because if you want life you have to have water	Air itu penting karena jika Anda ingin ada kehidupan maka harus ada air
405	The third part that I'd like to talk about is the limbic system	Bagian ketiga yang ingin saya bahas adalah sistem limbic
406	For those sites that are looking to rank for thousands of unrelated keywords, like an ecommerce site or a news agency, you might wanna invest more time with SEO	Bila Anda ingin situs Anda terdaftar dalam ribuan kata kunci yang tidak berhubungan, seperti situs ecommerce atau kantor berita, Anda mungkin ingin menginvestasikan waktu lebih banyak dengan SEO
407	Fletcher, everyone will wind up dead if you go back in there with the same bleeding-heart dead if you go back in there with the same bleeding-heart bullshit, like you did last with the same bleeding-heart bullshit, like you did last time	Fletcher, semua orang akan berakhir mati jika Anda pergi kembali ke sana dengan perdarahan yang sama-hati mati jika Anda pergi kembali ke sana dengan perdarahan yang sama-hati omong kosong, seperti yang Anda lakukan terakhir dengan perdarahan yang sama-hati omong kosong, seperti yang Anda lakukan terakhir waktu
408	In short, the answer is that in the future, in many countries, the coldest growing seasons are going to be hotter than anything those crops have seen in the past	Singkatnya, jawabannya adalah pada masa depan, di banyak negara suhu terendah musim tanam akan lebih panas daripada yang pernah dirasakan tanaman pangan pada masa lalu
409	Some cold beef and a glass of beer, he answered, ringing the bell	Beberapa daging sapi dingin dan segelas bir, dia menjawab, dering bel
410	The house was just such as I had pictured it from Sherlock Holmes' succinct description, but the locality appeared to be less private than I expected	Rumah itu hanya seperti saya sudah membayangkan dari Sherlock Holmes 'ringkas deskripsi, namun lokalitas tampaknya kurang pribadi daripada yang saya harapkan
411	And as you get a little bit closer, it starts looking like lots of pipes, like maybe a chemical plant, or a refinery, or maybe a hellish freeway interchange	Dan saat Anda melihat lebih dekat, gambar mulai terlihat seperti sekumpulan pipa, mungkin pabrik kimia, atau pengilangan, atau persimpangan jalan tol yang kusut
412	And it's driven and propelled forward by new leaders, like many of the people here, by new tools, like the ones we've seen here, and by new pressures	Didorong dan diarahkan oleh para pemimpin baru, seperti sebagai besar yang ada di sini, dengan alat-alat baru, seperti yang kita lihat di sini, oleh tekanan baru
413	He wouldn't lend him the money, and of course, six months later Ray Kroc had exactly the same idea	Idiot kamu, tidak ada orang yang makan hamburger. Dia tidak meminjamkan uang itu, dan tentu saja, 6 bulan kemudian
414	Archeologists discovered the hollow cavities which the decayed bodies left behind	Arkeolog menemukan sisa cekungan hampa dengan mayat-mayat yang telah membusuk
415	He tested representatives from all known human viruses at the time to show that either one or certainly three of these treatments could completely kill them	Dia mengujinya ke seluruh jenis virus pada manusia yang telah diketahui pada saat itu untuk menunjukkan bahwa salah satu dari ketiga cairan tersebut dapat membunuh virus-virus tersebut
416	First of all, they can give employees and customers more control	Pertama, mereka dapat menyerahkan kendali kepada pegawai dan pelanggan
417	They must have been really terrified, however, with the addition of the eruption to the earthquake	Mereka pasti sangat ketakutan, ditambah lagi dengan letusan hingga gempa bumi
418	They drove away in different directions, and I went off to make my own arrangements	Mereka melaju pergi ke arah yang berbeda, dan saya pergi untuk membuat sendiri pengaturan
419	Similarly, Dutch airline KLM launched a surprise campaign, seemingly randomly handing out small gifts to travelers en route to their destination	Demikian pula perusahaan penerbangan Belanda KLM yang mengadakan kampanye kejutan, yang secara acak memberi bingkisan kecil kepada wisatawan dalam perjalanan menuju tujuan
420	I'm walking around the stage -- I'm not attending to the control of my legs	Saya berjalan mengelilingi panggung, saya tidak mengendalikan kaki saya
421	On the contrary, for a small street in a quiet neighbourhood, it was remarkably animated	Sebaliknya, untuk sebuah jalan kecil di lingkungan yang tenang, itu sangat animasi
422	There is a wonderful sympathy and freemasonry among horsey men	Ada simpati indah dan freemasonry antara manusia kaku
423	The Romans didn't fight it at all, they gave in and said	Bangsa Romawi sama sekali tidak memperjuangkannya, mereka menerimanya dan berkata
424	So it's not necessary, thank God, that the Fowler apple is the best apple in the world	Maka memang tidak perlu, puji Tuhan, bagi apel Fowler untuk menjadi apel terbaik di dunia
425	And what we find is amnesiac patients just guess	Pertama, mari kita periksa dan pastikan bahwa mereka menderita amnesia
426	I'll leave you with what I call the baker's blessing	Saya akan meninggalkan anda dengan sesuatu yang saya sebut ucapan berkat pembuat roti
427	At 5:30 this afternoon, there was a mild earthquake of 2.0 magnitude in Seoul	Pada pukul 5:30 sore ini, terjadi gempa ringan berkekuatan skala 2.0 di Seoul
428	"The first, to my mind, is what I call as ""the ideas that have arrived"	"Yang pertama, menurut saya, adalah apa yang saya sebut ""ide yang sudah ada"
429	Those resources, my boy is just the stud to get the job done	Sumber daya tersebut, anak saya hanya pejantan untuk mendapatkan pekerjaan yang dilakukan
430	So the average for most people is around 20 inches; business schools students, about half of that; lawyers, a little better, but not much better than that, kindergarteners, better than most adults	Jadi nilai rata-rata keseluruhan adalah 20 inci, siswa sekolah bisnis, sekitar setengahnya, pengacara, sedikit lebih baik, namun tidak banyak, anak-anak TK, lebih baik dari sebagian besar orang dewasa
431	The chances are that she would be as averse to its being seen by Mr. Godfrey Norton, as our client is to its coming to the eyes of his princess	Kemungkinan adalah bahwa dia akan menjadi seperti ogah kepada para dilihat oleh Mr Godfrey Norton, sebagai klien kami adalah untuk yang datang ke mata nya putri
432	And you should be ashamed of yourself for thinking that a and you should be ashamed of yourself for thinking that a gentleman of my stature would yourself for thinking that a gentleman of my stature would use such language	Dan Anda harus malu sendiri untuk berpikir bahwa dan Anda harus malu sendiri untuk berpikir bahwa Pria bertubuh saya akan sendiri untuk berpikir bahwa Pria bertubuh saya akan menggunakan bahasa tersebut
433	I had seen little of Holmes lately. My marriage had drifted us away from each other	Saya telah melihat sedikit Holmes belakangan ini. pernikahan saya telah bergeser kami pergi dari masing-masing
434	When you have 21 minutes to speak, two million years seems like a really long time	Ketika kita punya 21 menit untuk berbicara, dua juta tahun terlihat seperti waktu yang sangat lama. Tapi dari sisi evolusi, 2 juta tahun tidak ada apa-apanya
435	"In spite of my ""girly man"" hat, crocheted from plastic shopping bags, they shook my hand. (Laughter"	"Dan meskipun saya memakai topi ""wanita"" dari kantong plastik bekas, mereka menjabat tangan saya"
436	It turns out the pre-frontal cortex does lots of things, but one of the most important things it does is an experience simulator	Ternyata, pre-frontal cortex punya banyak peran, tapi satu peran yang paling penting adalah sebagai simulator pengalaman
437	Death and destruction rained down from the sky for an entire day and night	Kematian dan kehancuran turun dari angkasa sepanjang hari dan malam
438	So, there is which is a very common type of cancer in the world because Hepatitis B virus is so common through out the world	Jadi, terdapat beberapa jenis kanker di dunia yang disebabkan oleh Virus Hepatitis B
439	Unequal among historical sites for its remarkable state of preservation	Tak sama dengan situs-situs bersejarah lain karena pengawetannya yang luar biasa
440	The thing is that no physician would ever say	Pasalnya adalah, tidak akan ada dokter yang pernah berkata
441	Einstein soon related it to a much more familiar problem: sharing	Einstein kemudian menghubungkannya dengan masalah yang lebih akrab: berbagi
442	They talk about it, they figure out what it's going to look like, they jockey for power	Mereka saling berdiskusi, lalu menetapkan seperti apa bangunannya, mereka memperebutkan posisi pimpinan
443	"Yeah, people used to say, ""Norman's OK, but if you followed what he said, everything would be usable but it would be ugly"	Ya, dulu orang sering mengatakan, Norman itu lumayan tapi kalau Anda mengikuti perkataannya, semua akan bisa dipakai tapi akhirnya akan kacau
444	And what I mean by that, it's the behaviors that we're in denial about, and the ones that operate below the surface of our daily awareness	Dan maksud saya adalah, perilaku yang kita ingkari, dan perilaku yang beroperasi di bawah kesadaran kita sehari-hari
445	We could-though- You could say Jared is twice the age of his brother. Or Jared is two times the age of his brother. Well, his brother is four;they told us that right over there	Jadi kita bisa katakan umur Jared adalah kelipatan 2 umur adiknya atau, umur Jared 2 kali umur adiknya adiknya berumur 4 tahun; begitu tadi katanya jadi, Jared akan berumur 2 kali 4 tahun 2 kali 4 tahun dan kalian tahu dari tabel perkalian kalian kalian tahu bahwa hasilnya sama dengan 8
446	And then when I close my finger, same thing, as I move back, this motion kind of covers the moving back of my finger	Dan saat saya menggenggam kembali, hal yang sama saat saya kembali, gerakan ini menutupi gerakan jari saya yang kembali
447	And seeing them makes it harder to deny their humanity	Dan dengan melihat mereka, kita akan semakin sulit menyangkal kemanusiaan
448	It turns out that if you administer a placebo in the form of a white pill, that's like aspirin shaped -- it's just a round white pill -- it has some certain measurable effect	Ternyata jika Anda memberikan plasebo berbentuk pil berwarna putih yang berbentuk seperti aspirin, pil putih bulat, pil ini memiliki efek terukur tertentu
449	You have to eat a lot to gain strength	Kau harus makan yang banyak supaya dapat energi
450	"In stage two, we add water and salt to it, mix it together, and we create something that we call ""clay"	"Di tahap dua kita tambahkan air dan garam, lalu campur, kita membuat sesuatu yang kita sebut ""tanah liat"
451	By applying a strict process, we give them less control	Dengan memberi proses yang ketat, kami memberinya lebih sedikit kendali
452	At the end of the day, as hyperconnectivity and transparency expose companies' behavior in broad daylight, staying true to their true selves is the only sustainable value proposition	Pada akhirnya, karena hyper-konektivitas dan transparansi membuka sikap perusahaan-perusahaan terhadap publik, menjadi diri sendiri adalah ajaran yang paling berkesinambungan
453	"I was just here with the Monet prints?"" ""Sorry, Doc, I just don't have a clue."" ""No problem, Jim"	"Para pasien ini, hanya bisa berkata, ""Ah, Dok, maaf, saya punya masalah ingatan, makanya saya ada di sini"
454	Then I, rather imprudently, wished you good-night, and started for the Temple to see my husband	Lalu aku, agak imprudently, berharap Anda selamat malam, dan mulai untuk Bait untuk lihat suami saya
455	"If We had made it a discourse in an obscure tongue, they would have said: ""Why were its revelations not expounded distinctly"	"Dan jikalau Kami jadikan Al Quran itu suatu bacaan dalam bahasa selain Arab, tentulah mereka mengatakan: ""Mengapa tidak dijelaskan ayat-ayatnya"
456	Yet no sign of their Lord comes to them but they turn away from it	Dan tidak ada yang sampai kepada mereka) artinya penduduk Mekah (berupa) huruf min adalah tambahan/zaidah (suatu ayat dari ayat-ayat Tuhan mereka) dari Alquran (melainkan mereka selalu berpaling daripadanya
457	"Said (the Pharaoh): ""You have come to believe in him before I gave you leave"	"Fir'aun berkata: ""Apakah kamu sekalian beriman kepada Musa sebelum aku memberi izin kepadamu"
458	We have given examples of every kind for men in this Qur'an so that they may contemplate	Sesungguhnya telah Kami buatkan bagi manusia dalam Al Quran ini setiap macam perumpamaan supaya mereka dapat pelajaran
459	And this was a hard (test) except for those who were guided by God. But God will not suffer your faith to go waste, for God is to men full of mercy and grace	Dan sungguh (pemindahan kiblat) itu terasa amat berat, kecuali bagi orang-orang yang telah diberi petunjuk oleh Allah; dan Allah tidak akan menyia-nyiakan imanmu. Sesungguhnya Allah Maha Pengasih lagi Maha Penyayang kepada manusia
460	Whatever you spend you will do so for yourself, for you will do so to seek the way that leads to God; and what you spend in charity you will get back in full, and no wrong will be done to you	"Kalimat ini kalimat berita, tetapi maksudnya adalah larangan, jadi berarti, ""Dan janganlah kamu nafkahkan sesuatu..."" dan seterusnya. (""Dan apa saja harta yang kamu nafkahkan, niscaya akan diberikan kepadamu dengan secukupnya), artinya pahalanya (dan kamu tidaklah akan dirugikan""), artinya jumlahnya tidak akan dikurangi sedikit pun"
461	Who could be more wicked than he who imputes lies to God or denies His revelations	Maka siapakah yang lebih zalim daripada orang yang membuat-buat dusta terhadap Allah atau mendustakan ayat-ayat-Nya
462	So fear God in whose name you ask of one another (the bond of) relationships	Mereka juga biasa saling bersumpah dengan hubungan rahim. (Sesungguhnya Allah selalu mengawasi kamu) menjaga perbuatanmu dan memberi balasan terhadapnya
463	As for those who disbelieve, neither wealth nor children will avail them in the least against God. They are the residents of Hell where they will live for ever	Sesungguhnya orang-orang yang kafir tidaklah akan dapat menolak) menghindarkan (diri mereka atau harta benda maupun anak-anak laki-laki mereka dari Allah) dari siksa-Nya (sedikit pun juga) dikhususkan-Nya menyebutkan keduanya karena biasanya manusia membela dirinya adakalanya dengan tebusan harta dan adakalanya dengan bantuan anak-anaknya. (Dan mereka adalah penghuni neraka, kekal mereka di dalamnya
464	For those they invoke other than Him do not answer them at all, except like a man who stretches his hands towards the water that it reach his mouth, but it will never reach it	Dan berhala-berhala yang mereka sembah selain Allah tidak dapat memperkenankan sesuatupun bagi mereka, melainkan seperti orang yang membukakan kedua telapak tangannya ke dalam air supaya sampai air ke mulutnya, padahal air itu tidak dapat sampai ke mulutnya
465	The semblance of the infidels is that of a man who shouts to one that cannot hear more than a call and a cry	Maksudnya dalam menerima nasihat dan tidak memikirkannya, mereka itu adalah seperti hewan yang mendengar suara penggembalanya tetapi tidak paham akan maksudnya
466	This is more equitable in the eyes of God, and better as evidence and best for avoiding doubt	Ada yang membaca 'tudzkir' dan ada yang dengan tasydid 'tudzakkir'. Jumlah dari idzkar menempati kedudukan sebagai illat, artinya untuk mengingatkannya jika ia lupa atau berada di ambang kelupaan, karena itulah yang menjadi sebabnya
467	You construct monuments on every hill in vain	Apakah kamu mendirikan pada tiap-tiap tanah tinggi bangunan untuk bermain-main
468	"Say: ""God has veritably spoken the truth. So now follow the way of Abraham the upright, who was not of idolaters"	"Katakanlah, ""Benarlah Allah."") dalam soal ini sebagaimana juga dalam segala soal yang diberikan-Nya (maka ikutilah olehmu agama Ibrahim) yang saya anut (yang lurus) yang meninggalkan semua agama untuk memeluk agama Islam (dan tidaklah dia termasuk golongan musyrik). Ketika mereka mengatakan bahwa kiblat mereka lebih awal dari kiblat kaum Muslimin turun pula ayat"
469	This is God your Lord; His is the kingdom; and those you invoke apart from Him are not masters even of the film on a date-palm stone	Yang (berbuat) demikian itulah Allah Tuhanmu, kepunyaan-Nya-lah kerajaan. Dan orang-orang yang kamu seru (sembah) selain Allah tiada mempunyai apa-apa walaupun setipis kulit ari
470	Who does greater wrong than he who tells a lie against God, and denies the truth when it has come to him	Maka siapakah yang lebih zalim daripada orang yang membuat-buat dusta terhadap Allah dan mendustakan kebenaran ketika datang kepadanya
471	We have created night and day as two signs, then We efface the sign of the night, and make the sign of the day resplendent that you may seek the bounty of your Lord, and know the computation of years and numbers	Dan Kami jadikan malam dan siang sebagai dua tanda, lalu Kami hapuskan tanda malam dan Kami jadikan tanda siang itu terang, agar kamu mencari kurnia dari Tuhanmu, dan supaya kamu mengetahui bilangan tahun-tahun dan perhitungan
472	The curse of God be on those who deny	Maka setelah datang kepada mereka apa yang telah mereka ketahui) yaitu berupa kebenaran dengan diutusnya Nabi Muhammad itu (mereka lalu ingkar kepadanya) disebabkan kedengkian dan takut kehilangan pengaruh. Jawaban bagi 'lammaa' atau 'tatkala' yang pertama, ditunjukkan oleh jawaban 'lammaa' yang kedua (maka laknat Allahlah atas orang-orang yang kafir itu
473	Or do they say that he is possessed	"Atau (apakah patut) mereka berkata: ""Padanya (Muhammad) ada penyakit gila"
474	He has guided me already, and I fear not what you associate with Him, unless my Lord wills, for held within the knowledge of my Lord is everything	Dan aku tidak takut kepada (malapetaka dari) sembahan-sembahan yang kamu persekutukan dengan Allah, kecuali di kala Tuhanku menghendaki sesuatu (dari malapetaka) itu. Pengetahuan Tuhanku meliputi segala sesuatu
475	If they were sent back they would surely return to what had been forbidden them, for surely they are liars	Sekiranya mereka dikembalikan ke dunia, tentulah mereka kembali kepada apa yang mereka telah dilarang mengerjakannya. Dan sesungguhnya mereka itu adalah pendusta belaka
476	This knowledge is one of the things my Lord has taught me	Yang demikian itu adalah sebagian dari apa yang diajarkan kepadaku oleh Tuhanku
477	We have prepared for unbelievers chains and collars and a blazing fire	Sesungguhnya Kami menyediakan bagi orang-orang kafir rantai, belenggu dan neraka yang menyala-nyala
478	For them there is some enjoyment, but the punishment is painful	Itu adalah) kesenangan yang sedikit, dan bagi mereka azab yang pedih
